uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
P35520,149,0.082,5.0,61.0,0.9,45.0,50.0,19.503,44.237,0.041,Incorrect
O08967,021,1.0,1.0,1.0,0.983,59.0,60.0,6.689,23.957,0.387,Acceptable
P26358,U100-003,0.286,4.0,14.0,0.867,26.0,30.0,9.975,19.462,0.156,Incorrect
Q63450,120,0.0,0.0,6.0,1.0,73.0,73.0,11.14,51.319,0.015,Incorrect
P14633,030,0.0,0.0,1.0,1.0,13.0,13.0,12.339,29.528,0.03,Incorrect
Q04929,006,0.1,2.0,20.0,0.333,1.0,3.0,4.869,11.048,0.186,Incorrect
Q3KK31,041,0.1,2.0,20.0,0.982,108.0,110.0,12.62,27.82,0.066,Incorrect
O76074,008,0.333,2.0,6.0,0.714,5.0,7.0,4.55,9.366,0.294,Acceptable
P22681,U10-005,0.13,6.0,46.0,0.867,39.0,45.0,15.083,23.665,0.085,Incorrect
P53042,U10-002,0.727,24.0,33.0,0.478,22.0,46.0,2.406,7.725,0.518,Medium
P14633,038,0.0,0.0,1.0,1.0,13.0,13.0,9.092,75.05,0.013,Incorrect
Q63450,096,0.478,32.0,67.0,0.562,41.0,73.0,2.7,5.281,0.478,Acceptable
P32527,016,0.75,12.0,16.0,0.727,32.0,44.0,4.792,16.631,0.349,Acceptable
P53686,007,0.143,2.0,14.0,0.952,40.0,42.0,5.374,19.55,0.125,Incorrect
,,,,,,,,,,,Incorrect
Q3KK31,049,0.143,2.0,14.0,0.982,108.0,110.0,7.782,35.503,0.078,Incorrect
P27577,U10-004,0.333,15.0,45.0,0.659,29.0,44.0,5.346,20.535,0.184,Incorrect
P35520,232,0.778,7.0,9.0,0.86,43.0,50.0,8.281,70.385,0.275,Acceptable
Q96BN8,002,0.4,16.0,40.0,0.856,95.0,111.0,16.466,44.991,0.148,Incorrect
P35520,206,0.5,7.0,14.0,0.86,43.0,50.0,14.61,31.006,0.193,Incorrect
Q63450,253,0.0,0.0,19.0,1.0,73.0,73.0,13.212,45.088,0.016,Incorrect
Q63450,122,0.0,0.0,18.0,1.0,73.0,73.0,12.571,23.657,0.043,Incorrect
P62826,U10-003,0.0,0.0,62.0,1.0,2.0,2.0,28.727,70.303,0.006,Incorrect
P28482,152,0.447,17.0,38.0,0.761,54.0,71.0,8.066,14.084,0.249,Acceptable
Q04929,001,0.0,0.0,14.0,1.0,3.0,3.0,3.644,12.289,0.156,Incorrect
P07038,U10-004,0.0,0.0,0.0,1.0,4.0,4.0,2.168,19.304,0.162,Incorrect
Q3KK31,U10-003,0.675,52.0,77.0,0.527,58.0,110.0,2.116,5.61,0.569,Medium
Q63450,302,0.0,0.0,44.0,1.0,73.0,73.0,16.992,24.415,0.039,Incorrect
P35520,084,0.092,7.0,76.0,0.86,43.0,50.0,20.34,35.345,0.051,Incorrect
P14633,009,0.0,0.0,4.0,1.0,13.0,13.0,15.938,63.604,0.009,Incorrect
,,,,,,,,,,,Incorrect
P00523,038,0.0,0.0,9.0,1.0,63.0,63.0,12.103,49.237,0.015,Incorrect
P28482,082,0.227,22.0,97.0,0.69,49.0,71.0,8.654,21.038,0.132,Incorrect
P53042,040,0.0,0.0,0.0,1.0,46.0,46.0,5.203,33.885,0.045,Incorrect
P35520,021,0.304,7.0,23.0,0.86,43.0,50.0,14.699,33.805,0.125,Incorrect
Q8NQJ3,032,0.0,0.0,1.0,0.0,0.0,0.0,6.783,19.785,0.067,Incorrect
,,,,,,,,,,,Incorrect
Q63450,139,0.091,1.0,11.0,0.986,72.0,73.0,10.419,26.838,0.067,Incorrect
P35520,131,0.109,7.0,64.0,0.86,43.0,50.0,28.517,67.973,0.043,Incorrect
P35520,014,0.269,7.0,26.0,0.86,43.0,50.0,17.576,25.514,0.125,Incorrect
Q63450,194,0.289,11.0,38.0,0.849,62.0,73.0,8.073,26.052,0.14,Incorrect
P31016,030,0.0,0.0,2.0,1.0,11.0,11.0,21.081,67.769,0.007,Incorrect
Q3KK31,062,0.2,2.0,10.0,0.982,108.0,110.0,15.249,39.287,0.085,Incorrect
Q02750,001,0.908,69.0,76.0,0.179,15.0,84.0,2.096,2.499,0.722,Medium
Q58719,U100-009,0.744,61.0,82.0,0.076,5.0,66.0,5.803,15.255,0.348,Acceptable
P32527,028,0.895,34.0,38.0,0.227,10.0,44.0,1.264,1.333,0.818,High
P27577,018,0.405,15.0,37.0,0.659,29.0,44.0,4.069,6.927,0.375,Acceptable
Q3KK31,129,0.15,3.0,20.0,0.973,107.0,110.0,11.391,45.122,0.067,Incorrect
Q63450,007,0.441,15.0,34.0,0.795,58.0,73.0,5.788,19.506,0.221,Incorrect
Q95PM0,U10-002,0.632,24.0,38.0,0.556,30.0,54.0,2.435,2.655,0.606,Medium
Q63450,131,0.388,26.0,67.0,0.644,47.0,73.0,5.086,12.932,0.257,Acceptable
,,,,,,,,,,,Incorrect
P00523,121,0.0,0.0,1.0,1.0,63.0,63.0,4.282,60.049,0.043,Incorrect
P28482,233,0.519,40.0,77.0,0.437,31.0,71.0,4.341,8.212,0.381,Acceptable
Q63450,124,0.471,32.0,68.0,0.562,41.0,73.0,4.696,11.222,0.309,Acceptable
Q63450,241,0.0,0.0,26.0,1.0,73.0,73.0,13.902,37.989,0.02,Incorrect
Q96BN8,U10-002,0.603,70.0,116.0,0.369,41.0,111.0,5.462,32.765,0.246,Acceptable
Q6GQQ9,017,0.357,5.0,14.0,0.872,34.0,39.0,9.879,26.248,0.158,Incorrect
Q63450,280,0.0,0.0,13.0,1.0,73.0,73.0,12.24,39.972,0.019,Incorrect
P35520,211,0.833,5.0,6.0,0.9,45.0,50.0,14.202,54.761,0.289,Acceptable
Q63450,088,0.0,0.0,0.0,1.0,73.0,73.0,4.419,41.252,0.048,Incorrect
P12931,060,0.0,0.0,8.0,1.0,60.0,60.0,3.791,52.356,0.054,Incorrect
Q96BN8,016,0.139,19.0,137.0,0.829,92.0,111.0,10.92,41.539,0.066,Incorrect
,,,,,,,,,,,Incorrect
P28482,228,0.374,37.0,99.0,0.479,34.0,71.0,10.712,26.737,0.162,Incorrect
Q02750,038,0.861,68.0,79.0,0.19,16.0,84.0,4.89,4.464,0.577,Medium
P53686,080,0.0,0.0,13.0,1.0,42.0,42.0,8.582,30.334,0.034,Incorrect
Q8RT31,U10-001,0.8,44.0,55.0,0.333,22.0,66.0,1.266,2.882,0.76,Medium
P35520,043,0.5,3.0,6.0,0.94,47.0,50.0,21.156,23.397,0.207,Incorrect
P62826,047,1.0,1.0,1.0,0.5,1.0,2.0,7.245,41.852,0.36,Acceptable
Q58719,007,0.756,62.0,82.0,0.061,4.0,66.0,4.451,9.933,0.427,Acceptable
P28482,132,0.32,16.0,50.0,0.775,55.0,71.0,13.741,15.09,0.191,Incorrect
P00523,118,0.0,0.0,3.0,1.0,63.0,63.0,10.623,56.217,0.014,Incorrect
Q63450,303,0.0,0.0,1.0,1.0,73.0,73.0,6.076,44.244,0.031,Incorrect
Q3KK31,110,0.15,3.0,20.0,0.973,107.0,110.0,16.753,37.183,0.069,Incorrect
Q63450,163,0.0,0.0,5.0,1.0,73.0,73.0,11.476,47.317,0.016,Incorrect
P00520,U10-001,0.105,8.0,76.0,0.893,67.0,75.0,25.295,63.7,0.042,Incorrect
B5XAZ0,U100-008,0.964,27.0,28.0,0.0,0.0,27.0,0.201,0.495,0.981,High
Q63450,099,0.0,0.0,16.0,1.0,73.0,73.0,12.866,43.103,0.017,Incorrect
,,,,,,,,,,,Incorrect
Q8NQJ3,078,0.0,0.0,1.0,0.0,0.0,0.0,1.655,10.828,0.277,Acceptable
P28482,285,0.481,39.0,81.0,0.451,32.0,71.0,2.315,5.461,0.495,Medium
Q8NQJ3,039,0.0,0.0,0.0,0.0,0.0,0.0,0.656,42.873,0.292,Acceptable
Q63450,202,0.0,0.0,54.0,1.0,73.0,73.0,16.678,36.639,0.02,Incorrect
P35520,U10-000,0.81,34.0,42.0,0.32,16.0,50.0,15.593,40.798,0.287,Acceptable
B5XAZ0,053,0.3,3.0,10.0,0.889,24.0,27.0,8.728,16.639,0.179,Incorrect
P35520,029,0.744,32.0,43.0,0.36,18.0,50.0,17.435,48.959,0.26,Acceptable
O08967,036,0.345,10.0,29.0,0.833,50.0,60.0,3.991,21.675,0.201,Incorrect
P28482,170,0.538,35.0,65.0,0.507,36.0,71.0,3.065,4.889,0.494,Medium
P62826,017,0.0,0.0,58.0,1.0,2.0,2.0,28.882,70.905,0.006,Incorrect
P13864,U10-009,0.0,0.0,35.0,1.0,1.0,1.0,21.389,59.756,0.008,Incorrect
Q3KK31,131,0.0,0.0,16.0,1.0,110.0,110.0,17.395,50.084,0.012,Incorrect
P00523,U100-009,1.0,24.0,24.0,0.619,39.0,63.0,3.325,7.997,0.567,Medium
P28482,044,0.426,26.0,61.0,0.634,45.0,71.0,7.757,19.653,0.207,Incorrect
P29350,U100-002,0.0,0.0,70.0,1.0,20.0,20.0,20.886,57.376,0.009,Incorrect
P14633,014,0.0,0.0,18.0,1.0,13.0,13.0,12.878,42.168,0.017,Incorrect
O08967,U100-002,0.304,7.0,23.0,0.883,53.0,60.0,10.137,48.764,0.118,Incorrect
P53686,054,0.1,1.0,10.0,0.976,41.0,42.0,6.217,25.61,0.085,Incorrect
Q6GQQ9,002,0.75,6.0,8.0,0.846,33.0,39.0,5.433,25.323,0.307,Acceptable
P12931,104,0.0,0.0,0.0,1.0,60.0,60.0,4.609,56.677,0.039,Incorrect
Q63450,130,0.0,0.0,11.0,1.0,73.0,73.0,13.226,43.861,0.016,Incorrect
Q63450,066,0.0,0.0,6.0,1.0,73.0,73.0,12.41,43.947,0.017,Incorrect
P31016,003,0.0,0.0,2.0,1.0,11.0,11.0,18.401,41.45,0.016,Incorrect
P28482,037,0.379,25.0,66.0,0.648,46.0,71.0,5.308,11.547,0.268,Acceptable
Q04929,025,0.0,0.0,9.0,1.0,3.0,3.0,4.388,12.725,0.138,Incorrect
P00523,027,0.0,0.0,12.0,1.0,63.0,63.0,5.496,52.639,0.032,Incorrect
Q63450,034,0.4,2.0,5.0,0.973,71.0,73.0,6.06,31.839,0.175,Incorrect
P12931,035,0.0,0.0,7.0,1.0,60.0,60.0,12.726,55.328,0.012,Incorrect
P28482,U10-009,0.67,61.0,91.0,0.141,10.0,71.0,1.658,3.882,0.649,Medium
P28482,168,0.6,45.0,75.0,0.366,26.0,71.0,3.689,4.231,0.514,Medium
P12931,050,0.0,0.0,67.0,1.0,60.0,60.0,15.099,35.543,0.021,Incorrect
B5XAZ0,U100-004,0.964,27.0,28.0,0.0,0.0,27.0,0.169,0.298,0.983,High
P28482,080,0.207,12.0,58.0,0.831,59.0,71.0,12.394,23.144,0.113,Incorrect
Q8NQJ3,064,0.0,0.0,3.0,0.0,0.0,0.0,7.176,19.344,0.068,Incorrect
P53686,062,0.0,0.0,10.0,1.0,42.0,42.0,8.947,30.276,0.033,Incorrect
P28482,053,0.39,32.0,82.0,0.549,39.0,71.0,4.174,9.414,0.318,Acceptable
O60741,U10-001,0.37,10.0,27.0,0.831,49.0,59.0,12.936,29.848,0.153,Incorrect
P53686,040,0.348,8.0,23.0,0.81,34.0,42.0,3.734,8.569,0.328,Acceptable
P12931,002,0.0,0.0,0.0,1.0,60.0,60.0,2.456,28.937,0.117,Incorrect
Q3KK31,078,0.087,2.0,23.0,0.982,108.0,110.0,14.5,40.682,0.046,Incorrect
P31016,015,0.0,0.0,3.0,1.0,11.0,11.0,20.16,57.409,0.009,Incorrect
B5XAZ0,116,0.375,3.0,8.0,0.889,24.0,27.0,8.137,12.054,0.247,Acceptable
P14633,U100-004,0.647,11.0,17.0,0.154,2.0,13.0,0.837,3.038,0.765,Medium
P28482,196,0.329,24.0,73.0,0.662,47.0,71.0,11.338,26.989,0.145,Incorrect
Q63450,207,0.048,2.0,42.0,0.973,71.0,73.0,8.668,17.746,0.088,Incorrect
P26358,U100-008,0.333,4.0,12.0,0.867,26.0,30.0,9.595,19.269,0.173,Incorrect
P27577,027,0.467,14.0,30.0,0.682,30.0,44.0,3.604,19.025,0.26,Acceptable
Q63450,158,0.0,0.0,20.0,1.0,73.0,73.0,12.702,26.885,0.035,Incorrect
P35520,191,0.149,7.0,47.0,0.86,43.0,50.0,18.244,32.978,0.073,Incorrect
Q63450,027,0.14,8.0,57.0,0.89,65.0,73.0,9.772,19.713,0.107,Incorrect
P28482,219,0.446,29.0,65.0,0.592,42.0,71.0,8.073,20.05,0.211,Incorrect
Q3KK31,014,0.333,4.0,12.0,0.964,106.0,110.0,11.965,57.463,0.123,Incorrect
P28482,169,0.234,15.0,64.0,0.789,56.0,71.0,13.464,32.603,0.103,Incorrect
Q63450,089,0.0,0.0,15.0,1.0,73.0,73.0,11.121,33.941,0.026,Incorrect
Q95PM0,007,0.1,1.0,10.0,0.981,53.0,54.0,11.034,38.756,0.055,Incorrect
B5XAZ0,112,0.308,4.0,13.0,0.852,23.0,27.0,9.661,13.431,0.206,Incorrect
P35520,077,0.125,6.0,48.0,0.88,44.0,50.0,23.827,50.483,0.052,Incorrect
P04637,U10-000,0.0,0.0,0.0,0.0,0.0,0.0,16.424,51.431,0.012,Incorrect
P27577,016,0.444,16.0,36.0,0.636,28.0,44.0,3.262,18.961,0.262,Acceptable
Q63450,U10-003,0.39,23.0,59.0,0.685,50.0,73.0,8.507,19.346,0.194,Incorrect
O76074,U10-003,0.667,4.0,6.0,0.429,3.0,7.0,3.241,11.813,0.395,Acceptable
P62826,081,0.05,1.0,20.0,0.5,1.0,2.0,21.033,58.656,0.025,Incorrect
P62826,U100-002,0.0,0.0,62.0,1.0,2.0,2.0,29.135,70.338,0.006,Incorrect
P27577,006,0.121,4.0,33.0,0.909,40.0,44.0,9.423,35.647,0.067,Incorrect
Q63450,035,0.0,0.0,30.0,1.0,73.0,73.0,15.148,40.202,0.018,Incorrect
P62826,U100-000,0.0,0.0,13.0,1.0,2.0,2.0,5.064,12.749,0.129,Incorrect
Q3KK31,033,0.083,2.0,24.0,0.982,108.0,110.0,13.663,40.159,0.046,Incorrect
P35520,164,0.143,7.0,49.0,0.86,43.0,50.0,24.748,33.34,0.069,Incorrect
P00523,U10-002,0.667,22.0,33.0,0.651,41.0,63.0,3.04,8.27,0.459,Acceptable
Q3KK31,005,0.095,2.0,21.0,0.982,108.0,110.0,12.81,37.242,0.053,Incorrect
P12931,086,0.0,0.0,1.0,1.0,60.0,60.0,10.339,57.897,0.014,Incorrect
P62826,101,1.0,1.0,1.0,0.5,1.0,2.0,1.449,42.963,0.518,Medium
P28482,081,0.734,58.0,79.0,0.183,13.0,71.0,1.47,3.067,0.71,Medium
P32527,051,0.944,34.0,36.0,0.227,10.0,44.0,1.195,1.134,0.846,High
P00523,013,0.0,0.0,2.0,1.0,63.0,63.0,8.745,51.911,0.018,Incorrect
P32527,045,0.875,35.0,40.0,0.205,9.0,44.0,1.187,1.374,0.821,High
P29350,009,0.0,0.0,1.0,1.0,20.0,20.0,25.883,79.943,0.005,Incorrect
P00520,U10-009,0.062,4.0,65.0,0.947,71.0,75.0,19.891,82.369,0.026,Incorrect
P28482,227,0.292,21.0,72.0,0.704,50.0,71.0,14.758,10.943,0.226,Incorrect
Q95PM0,U10-008,0.0,0.0,0.0,1.0,54.0,54.0,6.852,18.642,0.073,Incorrect
,,,,,,,,,,,Incorrect
P35520,208,0.636,7.0,11.0,0.86,43.0,50.0,14.677,43.713,0.228,Incorrect
P35520,184,0.143,6.0,42.0,0.88,44.0,50.0,20.893,62.249,0.055,Incorrect
P31016,U10-007,0.889,8.0,9.0,0.273,3.0,11.0,0.879,2.139,0.858,High
P32527,053,0.895,34.0,38.0,0.227,10.0,44.0,1.254,1.359,0.819,High
B5XAZ0,065,0.107,3.0,28.0,0.889,24.0,27.0,10.732,15.614,0.118,Incorrect
P53686,U10-006,0.5,5.0,10.0,0.881,37.0,42.0,3.408,6.363,0.434,Acceptable
P53686,U100-001,0.0,0.0,2.0,1.0,42.0,42.0,2.624,17.74,0.144,Incorrect
P12931,100,0.0,0.0,3.0,1.0,60.0,60.0,2.358,52.503,0.105,Incorrect
Q8RT31,000,0.0,0.0,12.0,1.0,66.0,66.0,11.614,49.092,0.015,Incorrect
,,,,,,,,,,,Incorrect
D2AJU0,U100-006,0.0,0.0,15.0,1.0,40.0,40.0,8.145,35.109,0.029,Incorrect
B5XAZ0,114,0.375,9.0,24.0,0.667,18.0,27.0,10.507,17.406,0.196,Incorrect
P28482,217,0.41,25.0,61.0,0.648,46.0,71.0,8.552,9.325,0.298,Acceptable
P00523,107,0.0,0.0,4.0,1.0,63.0,63.0,8.749,42.522,0.022,Incorrect
Q8RT31,004,0.0,0.0,32.0,1.0,66.0,66.0,17.165,31.427,0.025,Incorrect
P12931,133,0.0,0.0,0.0,1.0,60.0,60.0,0.991,66.237,0.237,Acceptable
P35520,103,0.15,6.0,40.0,0.88,44.0,50.0,15.274,34.793,0.072,Incorrect
Q63450,123,0.451,32.0,71.0,0.562,41.0,73.0,7.723,16.578,0.232,Acceptable
P35520,011,0.878,36.0,41.0,0.28,14.0,50.0,1.969,16.71,0.484,Acceptable
P62826,065,1.0,1.0,1.0,0.5,1.0,2.0,14.024,49.813,0.347,Acceptable
P62826,012,0.0,0.0,11.0,1.0,2.0,2.0,14.858,58.74,0.01,Incorrect
Q83RJ4,012,0.0,0.0,9.0,1.0,43.0,43.0,18.512,32.699,0.023,Incorrect
Q02750,028,0.722,39.0,54.0,0.536,45.0,84.0,7.462,11.497,0.371,Acceptable
P35520,115,0.081,8.0,99.0,0.84,42.0,50.0,17.716,43.354,0.042,Incorrect
P62826,002,0.0,0.0,1.0,1.0,2.0,2.0,6.359,46.492,0.028,Incorrect
P28482,212,0.481,39.0,81.0,0.451,32.0,71.0,2.608,2.97,0.54,Medium
P35520,047,0.214,9.0,42.0,0.82,41.0,50.0,22.297,48.289,0.083,Incorrect
P00523,004,0.0,0.0,4.0,1.0,63.0,63.0,11.01,44.604,0.018,Incorrect
Q3KK31,076,0.077,2.0,26.0,0.982,108.0,110.0,14.247,24.597,0.065,Incorrect
D2AJU0,023,0.0,0.0,0.0,1.0,40.0,40.0,16.568,28.31,0.03,Incorrect
P00523,012,0.0,0.0,10.0,1.0,63.0,63.0,6.026,60.055,0.026,Incorrect
Q04929,013,0.0,0.0,17.0,1.0,3.0,3.0,5.081,11.166,0.149,Incorrect
Q02750,U100-008,0.908,69.0,76.0,0.179,15.0,84.0,2.127,1.525,0.736,Medium
P35520,112,0.067,7.0,105.0,0.86,43.0,50.0,25.326,55.449,0.031,Incorrect
B5XAZ0,064,0.5,12.0,24.0,0.556,15.0,27.0,5.079,17.794,0.255,Acceptable
P00523,145,0.0,0.0,0.0,1.0,63.0,63.0,7.082,52.361,0.023,Incorrect
Q8NQJ3,052,0.0,0.0,0.0,0.0,0.0,0.0,0.477,45.702,0.314,Acceptable
Q3KK31,081,0.095,2.0,21.0,0.982,108.0,110.0,15.521,41.345,0.048,Incorrect
Q63450,205,0.0,0.0,10.0,1.0,73.0,73.0,12.955,35.579,0.022,Incorrect
P53042,020,0.0,0.0,6.0,1.0,46.0,46.0,11.21,36.037,0.023,Incorrect
Q02750,045,0.792,61.0,77.0,0.274,23.0,84.0,4.161,7.332,0.494,Medium
P00523,139,0.0,0.0,54.0,1.0,63.0,63.0,13.53,50.632,0.013,Incorrect
P62826,U100-004,0.0,0.0,71.0,1.0,2.0,2.0,28.809,69.747,0.006,Incorrect
Q9Y6K1,U10-003,0.522,12.0,23.0,0.829,58.0,70.0,17.246,68.049,0.182,Incorrect
P53042,047,0.0,0.0,2.0,1.0,46.0,46.0,8.98,35.042,0.028,Incorrect
P28482,100,0.525,42.0,80.0,0.408,29.0,71.0,2.564,5.449,0.496,Medium
P35520,068,0.878,36.0,41.0,0.28,14.0,50.0,17.315,27.264,0.325,Acceptable
P28482,292,0.267,16.0,60.0,0.775,55.0,71.0,12.516,24.4,0.13,Incorrect
Q96BN8,027,0.208,15.0,72.0,0.865,96.0,111.0,17.719,67.631,0.077,Incorrect
P27577,U100-009,0.891,41.0,46.0,0.068,3.0,44.0,3.039,5.809,0.59,Medium
P62826,U10-000,1.0,2.0,2.0,0.0,0.0,2.0,0.327,11.918,0.764,Medium
B5XAZ0,098,0.5,12.0,24.0,0.556,15.0,27.0,7.75,13.649,0.272,Acceptable
Q63450,091,0.0,0.0,16.0,1.0,73.0,73.0,15.229,47.017,0.014,Incorrect
P35520,146,0.105,6.0,57.0,0.88,44.0,50.0,17.182,29.939,0.062,Incorrect
P04637,017,0.0,0.0,0.0,0.0,0.0,0.0,24.382,89.155,0.004,Incorrect
P53686,010,0.0,0.0,8.0,1.0,42.0,42.0,5.159,15.121,0.106,Incorrect
P12931,039,0.0,0.0,4.0,1.0,60.0,60.0,3.635,60.358,0.055,Incorrect
P35520,075,0.233,7.0,30.0,0.86,43.0,50.0,19.025,52.231,0.088,Incorrect
P12931,031,0.0,0.0,0.0,1.0,60.0,60.0,12.838,56.286,0.012,Incorrect
Q95PM0,U10-005,0.0,0.0,4.0,1.0,54.0,54.0,4.351,15.807,0.11,Incorrect
P35520,160,0.083,3.0,36.0,0.94,47.0,50.0,18.397,28.218,0.058,Incorrect
P53686,003,0.441,15.0,34.0,0.643,27.0,42.0,2.538,5.164,0.477,Acceptable
,,,,,,,,,,,Incorrect
Q63450,085,0.0,0.0,72.0,1.0,73.0,73.0,18.682,27.32,0.032,Incorrect
P31016,062,0.0,0.0,0.0,1.0,11.0,11.0,22.478,40.701,0.015,Incorrect
Q02750,048,0.469,53.0,113.0,0.369,31.0,84.0,8.548,9.461,0.315,Acceptable
P35520,212,0.538,7.0,13.0,0.86,43.0,50.0,15.986,28.148,0.21,Incorrect
Q02750,032,0.814,70.0,86.0,0.167,14.0,84.0,10.77,3.976,0.551,Medium
Q83RJ4,011,0.0,0.0,6.0,1.0,43.0,43.0,19.347,32.318,0.024,Incorrect
P29350,008,0.0,0.0,1.0,1.0,20.0,20.0,17.143,74.557,0.007,Incorrect
P00523,022,0.333,1.0,3.0,0.984,62.0,63.0,9.483,38.456,0.135,Incorrect
Q63450,129,0.0,0.0,11.0,1.0,73.0,73.0,16.106,38.139,0.019,Incorrect
B5XAZ0,118,0.312,5.0,16.0,0.815,22.0,27.0,7.331,11.605,0.234,Acceptable
P28482,036,0.104,18.0,173.0,0.746,53.0,71.0,11.172,26.391,0.072,Incorrect
P22681,014,0.194,6.0,31.0,0.867,39.0,45.0,11.376,23.932,0.108,Incorrect
P21333,U10-002,0.25,1.0,4.0,0.988,82.0,83.0,8.793,52.569,0.101,Incorrect
Q02750,012,0.462,24.0,52.0,0.714,60.0,84.0,12.232,22.445,0.201,Incorrect
Q3KK31,010,0.15,3.0,20.0,0.973,107.0,110.0,11.904,59.408,0.062,Incorrect
Q96BN8,U100-007,0.803,94.0,117.0,0.153,17.0,111.0,3.311,24.001,0.362,Acceptable
Q63450,142,0.0,0.0,4.0,1.0,73.0,73.0,12.504,45.067,0.016,Incorrect
P53042,027,0.0,0.0,1.0,1.0,46.0,46.0,6.049,43.26,0.032,Incorrect
P00523,119,0.0,0.0,1.0,1.0,63.0,63.0,11.548,49.669,0.015,Incorrect
P00523,099,0.0,0.0,0.0,1.0,63.0,63.0,6.667,51.254,0.025,Incorrect
B5XAZ0,068,0.2,3.0,15.0,0.889,24.0,27.0,12.819,9.98,0.211,Incorrect
Q3KK31,123,0.188,3.0,16.0,0.973,107.0,110.0,14.742,53.691,0.074,Incorrect
P12931,067,0.0,0.0,0.0,1.0,60.0,60.0,7.76,52.63,0.02,Incorrect
Q63450,220,0.0,0.0,16.0,1.0,73.0,73.0,10.091,25.9,0.04,Incorrect
P14633,024,0.0,0.0,8.0,1.0,13.0,13.0,10.669,26.037,0.039,Incorrect
P12931,141,0.0,0.0,2.0,1.0,60.0,60.0,9.493,59.673,0.015,Incorrect
P31016,045,0.0,0.0,1.0,1.0,11.0,11.0,10.223,42.792,0.02,Incorrect
P12931,070,0.333,1.0,3.0,0.983,59.0,60.0,2.151,56.048,0.228,Incorrect
Q63450,002,0.512,22.0,43.0,0.699,51.0,73.0,3.532,17.268,0.286,Acceptable
Q8RT31,U10-008,0.759,44.0,58.0,0.333,22.0,66.0,1.18,2.715,0.761,Medium
,,,,,,,,,,,Incorrect
P35520,229,0.121,7.0,58.0,0.86,43.0,50.0,15.834,38.365,0.059,Incorrect
P35520,138,0.069,6.0,87.0,0.88,44.0,50.0,22.692,51.85,0.033,Incorrect
P62826,095,0.0,0.0,3.0,1.0,2.0,2.0,12.084,58.637,0.012,Incorrect
P28482,162,0.187,14.0,75.0,0.803,57.0,71.0,12.741,27.694,0.095,Incorrect
P31016,061,0.0,0.0,1.0,1.0,11.0,11.0,6.524,39.0,0.032,Incorrect
O08967,U100-007,0.353,6.0,17.0,0.9,54.0,60.0,9.741,49.782,0.135,Incorrect
Q3KK31,026,0.095,2.0,21.0,0.982,108.0,110.0,11.909,52.329,0.046,Incorrect
P31016,U100-009,0.917,11.0,12.0,0.0,0.0,11.0,0.387,1.765,0.938,High
Q63450,210,0.173,13.0,75.0,0.822,60.0,73.0,10.159,21.472,0.11,Incorrect
P14633,023,0.0,0.0,0.0,1.0,13.0,13.0,15.744,69.247,0.008,Incorrect
P28482,069,0.204,11.0,54.0,0.845,60.0,71.0,11.413,24.713,0.109,Incorrect
Q8NQJ3,084,0.0,0.0,8.0,0.0,0.0,0.0,6.415,26.02,0.049,Incorrect
Q04929,031,0.0,0.0,20.0,1.0,3.0,3.0,13.059,23.975,0.042,Incorrect
O60741,U100-009,0.649,24.0,37.0,0.593,35.0,59.0,4.888,28.518,0.272,Acceptable
P53042,002,0.773,17.0,22.0,0.63,29.0,46.0,3.868,11.376,0.421,Acceptable
Q63450,119,0.0,0.0,1.0,1.0,73.0,73.0,9.695,18.379,0.067,Incorrect
Q63450,146,0.0,0.0,8.0,1.0,73.0,73.0,12.059,45.091,0.017,Incorrect
P21333,U100-008,0.832,79.0,95.0,0.048,4.0,83.0,0.666,1.501,0.879,High
P12931,151,0.0,0.0,2.0,1.0,60.0,60.0,6.15,60.305,0.025,Incorrect
,,,,,,,,,,,Incorrect
P35520,110,0.072,7.0,97.0,0.86,43.0,50.0,22.876,51.49,0.034,Incorrect
Q58719,U10-005,0.506,43.0,85.0,0.348,23.0,66.0,19.362,43.079,0.183,Incorrect
P21333,U100-002,0.854,76.0,89.0,0.084,7.0,83.0,0.479,0.978,0.916,High
P00523,050,0.0,0.0,29.0,1.0,63.0,63.0,15.252,54.938,0.011,Incorrect
Q63450,020,0.107,3.0,28.0,0.959,70.0,73.0,10.604,18.653,0.1,Incorrect
Q63450,251,0.052,4.0,77.0,0.945,69.0,73.0,17.058,35.315,0.038,Incorrect
P62826,009,0.0,0.0,68.0,1.0,2.0,2.0,28.632,70.776,0.006,Incorrect
P62826,020,0.021,1.0,48.0,0.5,1.0,2.0,21.372,62.856,0.015,Incorrect
Q63450,108,0.0,0.0,25.0,1.0,73.0,73.0,14.344,37.065,0.02,Incorrect
P12931,028,0.0,0.0,0.0,1.0,60.0,60.0,5.743,35.236,0.04,Incorrect
P32527,059,0.854,35.0,41.0,0.205,9.0,44.0,1.572,1.34,0.769,Medium
Q9Y6K1,U100-008,0.28,28.0,100.0,0.6,42.0,70.0,8.99,22.973,0.142,Incorrect
P28482,175,0.391,27.0,69.0,0.62,44.0,71.0,10.54,26.587,0.168,Incorrect
P35520,196,0.721,31.0,43.0,0.38,19.0,50.0,14.54,28.469,0.271,Acceptable
Q63450,005,0.317,13.0,41.0,0.822,60.0,73.0,3.983,15.627,0.223,Incorrect
