	uniprot	pdb	region_1	region_2	af_filename	chain	cluster	cf_filename
8562	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-005	A0A0F7R6G7_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8563	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-006	A0A0F7R6G7_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8564	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-002	A0A0F7R6G7_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8565	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-004	A0A0F7R6G7_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8566	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-005	A0A0F7R6G7_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8567	A0A0F7R6G7	6m01	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-007	A0A0F7R6G7_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8568	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-003	A0A0F7R6G7_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8569	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-000	A0A0F7R6G7_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8570	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-007	A0A0F7R6G7_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8571	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-006	A0A0F7R6G7_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8572	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-000	A0A0F7R6G7_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8573	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-008	A0A0F7R6G7_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8574	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-003	A0A0F7R6G7_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8575	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-009	A0A0F7R6G7_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8576	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-008	A0A0F7R6G7_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8577	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-004	A0A0F7R6G7_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8578	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-002	A0A0F7R6G7_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8579	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-009	A0A0F7R6G7_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8580	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-001	A0A0F7R6G7_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8581	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-001	A0A0F7R6G7_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8582	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-005	A0A0F7R6G7_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8583	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-006	A0A0F7R6G7_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8584	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-002	A0A0F7R6G7_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8585	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-004	A0A0F7R6G7_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8586	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-005	A0A0F7R6G7_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8587	A0A0F7R6G7	7dq5	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-007	A0A0F7R6G7_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8588	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-003	A0A0F7R6G7_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8589	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-000	A0A0F7R6G7_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8590	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-007	A0A0F7R6G7_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8591	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-006	A0A0F7R6G7_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8592	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-000	A0A0F7R6G7_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8593	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-008	A0A0F7R6G7_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8594	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-003	A0A0F7R6G7_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8595	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-009	A0A0F7R6G7_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8596	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-008	A0A0F7R6G7_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8597	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-004	A0A0F7R6G7_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8598	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-002	A0A0F7R6G7_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8599	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-009	A0A0F7R6G7_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8600	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-001	A0A0F7R6G7_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8601	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-001	A0A0F7R6G7_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8602	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-005	A0A0F7R6G7_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8603	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-006	A0A0F7R6G7_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8604	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-002	A0A0F7R6G7_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8605	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-004	A0A0F7R6G7_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8606	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-005	A0A0F7R6G7_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8607	A0A0F7R6G7	8yyq	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-007	A0A0F7R6G7_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8608	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-003	A0A0F7R6G7_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8609	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-000	A0A0F7R6G7_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8610	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-007	A0A0F7R6G7_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8611	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-006	A0A0F7R6G7_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8612	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-000	A0A0F7R6G7_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8613	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-008	A0A0F7R6G7_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8614	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-003	A0A0F7R6G7_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8615	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-009	A0A0F7R6G7_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8616	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-008	A0A0F7R6G7_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8617	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-004	A0A0F7R6G7_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8618	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-002	A0A0F7R6G7_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8619	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-009	A0A0F7R6G7_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8620	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-001	A0A0F7R6G7_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8621	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-001	A0A0F7R6G7_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8622	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-005	A0A0F7R6G7_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8623	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-006	A0A0F7R6G7_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8624	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-002	A0A0F7R6G7_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8625	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-004	A0A0F7R6G7_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8626	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U10-005	A0A0F7R6G7_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8627	A0A0F7R6G7	8yyr	27-384	443-519	AF-A0A0F7R6G7-F1-model_v4.cif	A	U100-007	A0A0F7R6G7_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8628	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	095	O68880_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8629	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	051	O68880_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8630	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	059	O68880_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8631	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	115	O68880_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8632	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	092	O68880_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8633	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	048	O68880_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8634	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	068	O68880_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8635	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	097	O68880_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8636	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	065	O68880_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8637	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	084	O68880_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8638	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	093	O68880_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8639	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	003	O68880_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8640	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	062	O68880_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8641	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U10-007	O68880_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8642	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	056	O68880_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8643	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	111	O68880_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8644	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	011	O68880_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8645	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	060	O68880_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8646	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	014	O68880_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8647	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	009	O68880_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8648	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U10-008	O68880_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8649	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	047	O68880_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8650	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	090	O68880_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8651	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	104	O68880_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8652	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	033	O68880_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8653	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	078	O68880_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8654	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	005	O68880_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8655	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	108	O68880_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8656	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	083	O68880_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8657	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U100-002	O68880_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8658	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	116	O68880_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8659	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	106	O68880_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8660	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	053	O68880_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8661	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	012	O68880_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8662	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	067	O68880_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8663	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U10-006	O68880_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8664	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	017	O68880_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8665	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	105	O68880_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8666	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	001	O68880_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8667	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	025	O68880_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8668	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	029	O68880_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8669	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U100-009	O68880_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8670	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	099	O68880_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8671	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	079	O68880_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8672	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	098	O68880_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8673	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	035	O68880_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8674	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	096	O68880_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8675	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	010	O68880_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8676	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U10-005	O68880_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8677	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	002	O68880_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8678	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	008	O68880_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8679	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	070	O68880_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8680	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	040	O68880_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8681	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	039	O68880_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8682	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	061	O68880_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8683	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	087	O68880_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8684	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	054	O68880_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8685	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	076	O68880_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8686	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U100-007	O68880_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8687	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	019	O68880_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8688	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	073	O68880_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8689	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	101	O68880_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8690	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	036	O68880_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8691	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	042	O68880_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
8692	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	110	O68880_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8693	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	026	O68880_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8694	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	027	O68880_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8695	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	088	O68880_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
8696	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	000	O68880_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8697	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U100-003	O68880_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8698	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	U10-000	O68880_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8699	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	018	O68880_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
8700	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	016	O68880_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
8701	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	043	O68880_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
8702	O68880	4imh	38-167	220-351	AF-O68880-F1-model_v4.cif	A	004	O68880_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
