uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
E1K248,213,0.091,5.0,55.0,0.889,40.0,45.0,14.555,26.426,0.065,Incorrect
D9N168,U10-006,0.667,6.0,9.0,0.25,2.0,8.0,0.632,1.652,0.826,High
G0WVH3,001,0.0,0.0,0.0,1.0,30.0,30.0,18.676,22.434,0.044,Incorrect
Q72AS4,140,0.029,1.0,34.0,0.977,42.0,43.0,13.008,21.836,0.058,Incorrect
O16025,U10-006,0.871,54.0,62.0,0.156,10.0,64.0,1.028,1.79,0.836,High
E1K248,205,0.667,28.0,42.0,0.378,17.0,45.0,2.731,4.676,0.555,Medium
P0AG30,258,0.941,32.0,34.0,0.111,4.0,36.0,0.998,1.076,0.873,High
P04807,105,0.574,31.0,54.0,0.031,1.0,32.0,4.335,8.298,0.398,Acceptable
A0A3B6UEQ0,037,0.019,1.0,52.0,0.97,32.0,33.0,16.305,23.13,0.049,Incorrect
O60729,001,0.719,46.0,64.0,0.343,24.0,70.0,2.316,11.465,0.456,Acceptable
F2Z6J5,097,0.094,3.0,32.0,0.94,47.0,50.0,11.993,21.734,0.081,Incorrect
,,,,,,,,,,,Incorrect
P04807,207,0.41,16.0,39.0,0.5,16.0,32.0,7.555,10.09,0.288,Acceptable
P0AG30,030,0.421,16.0,38.0,0.556,20.0,36.0,6.021,26.221,0.192,Incorrect
P23687,268,0.486,71.0,146.0,0.76,225.0,296.0,6.659,9.071,0.334,Acceptable
G0WVH3,141,0.0,0.0,2.0,1.0,30.0,30.0,10.319,77.12,0.011,Incorrect
Q72AS4,012,0.656,21.0,32.0,0.512,22.0,43.0,3.982,9.47,0.409,Acceptable
F2Z6J5,193,0.312,5.0,16.0,0.9,45.0,50.0,9.769,20.109,0.162,Incorrect
H6SG27,263,0.0,0.0,1.0,1.0,17.0,17.0,5.03,12.066,0.138,Incorrect
O68880,U100-001,0.955,85.0,89.0,0.056,5.0,90.0,0.328,0.827,0.967,High
P04807,132,0.429,24.0,56.0,0.25,8.0,32.0,6.247,3.892,0.437,Acceptable
A0A3B6UEQ0,080,0.159,7.0,44.0,0.788,26.0,33.0,4.069,8.023,0.269,Acceptable
P14677,046,0.943,33.0,35.0,0.057,2.0,35.0,0.455,1.185,0.947,High
O68880,091,0.0,0.0,0.0,1.0,90.0,90.0,8.133,62.369,0.017,Incorrect
F2Z6J5,191,0.143,5.0,35.0,0.9,45.0,50.0,9.892,17.762,0.117,Incorrect
F2Z6J5,075,0.133,4.0,30.0,0.92,46.0,50.0,14.16,25.693,0.081,Incorrect
A0A0A0V031,U100-004,0.913,21.0,23.0,0.222,6.0,27.0,0.948,1.765,0.862,High
E1K248,249,0.108,4.0,37.0,0.911,41.0,45.0,12.139,19.155,0.096,Incorrect
P23687,323,0.475,95.0,200.0,0.679,201.0,296.0,4.695,5.22,0.431,Acceptable
Q941M3,U10-004,0.0,0.0,24.0,1.0,14.0,14.0,16.161,29.589,0.028,Incorrect
P14677,015,0.148,4.0,27.0,0.886,31.0,35.0,10.973,23.198,0.095,Incorrect
P59676,U100-008,0.971,33.0,34.0,0.057,2.0,35.0,0.282,0.374,0.978,High
A0A0F7R6G7,U10-005,0.839,26.0,31.0,0.133,4.0,30.0,0.994,0.592,0.843,High
F2Z6J5,036,0.462,18.0,39.0,0.64,32.0,50.0,4.243,11.465,0.309,Acceptable
P14677,098,0.861,31.0,36.0,0.114,4.0,35.0,0.789,2.698,0.851,High
Q51504,001,0.0,0.0,4.0,1.0,61.0,61.0,19.908,32.846,0.023,Incorrect
P23687,260,0.634,118.0,186.0,0.601,178.0,296.0,6.106,8.863,0.39,Acceptable
O60729,U10-005,0.82,50.0,61.0,0.286,20.0,70.0,2.365,3.257,0.66,Medium
G0WVH3,042,0.0,0.0,0.0,1.0,30.0,30.0,13.579,25.065,0.038,Incorrect
Q72AS4,138,0.062,1.0,16.0,0.977,42.0,43.0,10.278,20.068,0.078,Incorrect
Q9I5E6,U10-007,0.571,52.0,91.0,0.373,31.0,83.0,3.014,3.523,0.541,Medium
H6SG27,027,0.0,0.0,6.0,1.0,17.0,17.0,6.298,12.553,0.123,Incorrect
Q7KLV9,037,0.125,3.0,24.0,0.933,42.0,45.0,16.582,45.312,0.056,Incorrect
P04807,031,0.07,4.0,57.0,0.875,28.0,32.0,13.707,16.472,0.097,Incorrect
G0WVH3,189,0.0,0.0,2.0,1.0,30.0,30.0,11.741,50.105,0.015,Incorrect
P23687,364,0.437,66.0,151.0,0.777,230.0,296.0,10.28,10.82,0.28,Acceptable
P23687,221,0.495,90.0,182.0,0.696,206.0,296.0,6.377,8.687,0.345,Acceptable
H6SG27,156,0.0,0.0,2.0,1.0,17.0,17.0,9.601,11.305,0.128,Incorrect
P23687,015,0.313,31.0,99.0,0.895,265.0,296.0,10.232,12.53,0.216,Incorrect
E1K248,013,0.0,0.0,16.0,1.0,45.0,45.0,13.681,19.411,0.058,Incorrect
Q72AS4,U100-007,0.95,38.0,40.0,0.116,5.0,43.0,1.805,3.717,0.733,Medium
E1K248,009,0.078,4.0,51.0,0.911,41.0,45.0,13.29,21.246,0.076,Incorrect
P04807,131,0.312,10.0,32.0,0.688,22.0,32.0,5.323,8.993,0.286,Acceptable
Q72AS4,134,0.115,7.0,61.0,0.837,36.0,43.0,11.088,18.368,0.103,Incorrect
Q72AS4,039,0.067,1.0,15.0,0.977,42.0,43.0,12.354,26.978,0.057,Incorrect
A0A3B6UEQ0,108,0.056,1.0,18.0,0.97,32.0,33.0,13.959,35.03,0.041,Incorrect
P23687,134,0.576,80.0,139.0,0.73,216.0,296.0,7.641,12.501,0.31,Acceptable
F2Z6J5,040,0.222,4.0,18.0,0.92,46.0,50.0,9.839,21.26,0.128,Incorrect
G0WVH3,081,0.0,0.0,4.0,1.0,30.0,30.0,13.521,23.369,0.043,Incorrect
A0A3B6UEQ0,U10-009,0.286,6.0,21.0,0.818,27.0,33.0,4.753,12.374,0.232,Acceptable
P23687,174,0.5,74.0,148.0,0.75,222.0,296.0,6.23,8.983,0.342,Acceptable
P14677,118,0.267,4.0,15.0,0.886,31.0,35.0,12.985,39.725,0.108,Incorrect
P14677,010,0.667,4.0,6.0,0.886,31.0,35.0,7.253,21.086,0.282,Acceptable
P0AG30,180,0.844,27.0,32.0,0.25,9.0,36.0,1.387,1.333,0.786,Medium
F2Z6J5,187,0.26,13.0,50.0,0.74,37.0,50.0,7.008,13.203,0.199,Incorrect
Q72AS4,087,0.05,1.0,20.0,0.977,42.0,43.0,10.462,20.655,0.072,Incorrect
P23687,U10-004,0.801,230.0,287.0,0.223,66.0,296.0,1.607,1.191,0.749,Medium
G0WVH3,018,0.0,0.0,1.0,1.0,30.0,30.0,9.205,10.225,0.145,Incorrect
O68880,069,0.833,75.0,90.0,0.167,15.0,90.0,0.948,2.653,0.82,High
P0AG30,078,0.727,24.0,33.0,0.333,12.0,36.0,1.977,2.26,0.676,Medium
Q9I5E6,077,0.444,28.0,63.0,0.663,55.0,83.0,12.233,21.273,0.199,Incorrect
O16025,U10-002,0.862,56.0,65.0,0.125,8.0,64.0,0.94,1.594,0.849,High
A0A3B6UEQ0,110,0.0,0.0,21.0,1.0,33.0,33.0,14.886,27.047,0.033,Incorrect
P0AG30,013,0.696,16.0,23.0,0.556,20.0,36.0,2.198,4.588,0.596,Medium
P14677,019,0.971,33.0,34.0,0.057,2.0,35.0,0.294,0.585,0.976,High
O16025,U10-007,0.743,52.0,70.0,0.188,12.0,64.0,1.364,2.151,0.743,Medium
A0A0H2WY27,015,0.0,0.0,15.0,1.0,41.0,41.0,11.183,39.296,0.021,Incorrect
P23687,054,0.447,84.0,188.0,0.716,212.0,296.0,8.079,11.76,0.274,Acceptable
F2Z6J5,005,0.0,0.0,25.0,1.0,50.0,50.0,9.587,21.132,0.054,Incorrect
P23687,287,0.573,125.0,218.0,0.578,171.0,296.0,4.679,4.509,0.482,Acceptable
Q72AS4,188,0.051,2.0,39.0,0.953,41.0,43.0,10.412,16.446,0.094,Incorrect
P0AG30,226,0.939,31.0,33.0,0.139,5.0,36.0,0.913,1.199,0.883,High
Q7KLV9,026,0.891,41.0,46.0,0.089,4.0,45.0,1.218,5.69,0.728,Medium
F2Z6J5,071,0.0,0.0,9.0,1.0,50.0,50.0,11.221,22.83,0.046,Incorrect
E1K248,U100-002,0.759,41.0,54.0,0.089,4.0,45.0,0.737,1.102,0.849,High
,,,,,,,,,,,Incorrect
A0A3B6UEQ0,U100-000,0.574,27.0,47.0,0.182,6.0,33.0,1.356,1.992,0.691,Medium
Q7KLV9,057,0.314,11.0,35.0,0.756,34.0,45.0,10.767,35.02,0.13,Incorrect
E1K248,092,0.16,4.0,25.0,0.911,41.0,45.0,16.628,28.033,0.084,Incorrect
F2Z6J5,029,0.152,5.0,33.0,0.9,45.0,50.0,11.17,22.207,0.099,Incorrect
E1K248,192,0.125,3.0,24.0,0.933,42.0,45.0,11.744,32.532,0.068,Incorrect
H6SG27,277,0.0,0.0,0.0,1.0,17.0,17.0,5.565,20.81,0.07,Incorrect
Q72AS4,163,0.077,1.0,13.0,0.977,42.0,43.0,11.755,32.839,0.052,Incorrect
Q7KLV9,053,0.163,7.0,43.0,0.844,38.0,45.0,11.071,45.74,0.071,Incorrect
Q72AS4,023,0.16,4.0,25.0,0.907,39.0,43.0,10.79,18.798,0.116,Incorrect
P04807,U100-002,0.732,30.0,41.0,0.062,2.0,32.0,1.193,3.078,0.743,Medium
F2Z6J5,150,0.0,0.0,28.0,1.0,50.0,50.0,15.219,25.137,0.037,Incorrect
G0WVH3,025,0.0,0.0,0.0,1.0,30.0,30.0,12.707,19.823,0.056,Incorrect
F2Z6J5,168,0.103,4.0,39.0,0.92,46.0,50.0,13.131,21.304,0.084,Incorrect
P23687,351,0.337,32.0,95.0,0.892,264.0,296.0,12.557,18.362,0.176,Incorrect
D9N168,U100-006,0.667,6.0,9.0,0.25,2.0,8.0,0.48,0.905,0.854,High
P0AG30,257,0.938,30.0,32.0,0.167,6.0,36.0,1.026,0.891,0.869,High
P23687,138,0.343,85.0,248.0,0.713,211.0,296.0,7.028,8.676,0.292,Acceptable
H6SG27,U100-006,0.933,14.0,15.0,0.176,3.0,17.0,0.742,1.55,0.902,High
P23687,193,0.688,183.0,266.0,0.382,113.0,296.0,3.009,3.419,0.583,Medium
Q72AS4,200,0.077,2.0,26.0,0.953,41.0,43.0,10.265,18.73,0.09,Incorrect
Q72AS4,000,0.0,0.0,27.0,1.0,43.0,43.0,13.981,28.131,0.032,Incorrect
E1K248,209,0.171,7.0,41.0,0.844,38.0,45.0,12.215,22.022,0.105,Incorrect
O68880,088,0.899,80.0,89.0,0.111,10.0,90.0,0.612,1.554,0.908,High
P23687,058,0.364,20.0,55.0,0.932,276.0,296.0,15.743,20.079,0.175,Incorrect
H6SG27,310,0.0,0.0,2.0,1.0,17.0,17.0,4.472,9.935,0.175,Incorrect
P23687,342,0.267,31.0,116.0,0.895,265.0,296.0,18.887,29.492,0.117,Incorrect
E1K248,140,0.308,4.0,13.0,0.911,41.0,45.0,8.232,19.559,0.166,Incorrect
A0A3B6UEQ0,023,0.077,2.0,26.0,0.939,31.0,33.0,17.006,27.064,0.058,Incorrect
E1K248,U10-001,0.16,4.0,25.0,0.911,41.0,45.0,11.346,21.249,0.105,Incorrect
A0A3B6UEQ0,111,0.121,4.0,33.0,0.879,29.0,33.0,13.685,22.994,0.084,Incorrect
Q941M3,017,0.0,0.0,0.0,1.0,14.0,14.0,11.081,22.169,0.049,Incorrect
F2Z6J5,188,0.154,2.0,13.0,0.96,48.0,50.0,10.524,21.171,0.104,Incorrect
P14677,121,0.455,5.0,11.0,0.857,30.0,35.0,9.038,23.247,0.2,Incorrect
P23687,316,0.053,9.0,170.0,0.97,287.0,296.0,17.468,28.196,0.048,Incorrect
Q9I5E6,U10-002,0.588,57.0,97.0,0.313,26.0,83.0,2.883,3.759,0.546,Medium
P04807,196,0.684,26.0,38.0,0.188,6.0,32.0,8.87,11.301,0.358,Acceptable
E1K248,137,0.273,6.0,22.0,0.867,39.0,45.0,10.166,18.693,0.155,Incorrect
P23687,349,0.558,130.0,233.0,0.561,166.0,296.0,4.444,3.212,0.512,Medium
E1K248,060,0.129,4.0,31.0,0.911,41.0,45.0,8.884,17.947,0.113,Incorrect
H6SG27,252,0.0,0.0,2.0,1.0,17.0,17.0,12.308,21.449,0.05,Incorrect
P14677,036,0.943,33.0,35.0,0.057,2.0,35.0,0.441,1.6,0.943,High
P23687,011,0.457,79.0,173.0,0.733,217.0,296.0,9.888,10.201,0.296,Acceptable
Q72AS4,128,0.125,4.0,32.0,0.907,39.0,43.0,11.18,16.652,0.116,Incorrect
P0AG30,260,0.938,30.0,32.0,0.167,6.0,36.0,0.933,0.757,0.884,High
Q7KLV9,087,0.195,8.0,41.0,0.822,37.0,45.0,6.555,24.847,0.117,Incorrect
P23687,085,0.421,59.0,140.0,0.801,237.0,296.0,7.167,11.608,0.271,Acceptable
P04807,129,0.811,30.0,37.0,0.062,2.0,32.0,2.503,3.221,0.65,Medium
P0AG30,301,0.906,29.0,32.0,0.194,7.0,36.0,1.484,1.037,0.799,Medium
E1K248,074,0.333,4.0,12.0,0.911,41.0,45.0,9.614,16.074,0.192,Incorrect
Q7KLV9,061,0.136,8.0,59.0,0.822,37.0,45.0,4.707,12.446,0.182,Incorrect
Q9I5E6,062,0.458,33.0,72.0,0.602,50.0,83.0,6.057,10.045,0.311,Acceptable
E1K248,124,0.0,0.0,9.0,1.0,45.0,45.0,9.786,22.619,0.049,Incorrect
P23687,182,0.566,90.0,159.0,0.696,206.0,296.0,7.762,9.191,0.354,Acceptable
P04807,091,0.5,27.0,54.0,0.156,5.0,32.0,4.459,7.662,0.384,Acceptable
H6SG27,U100-002,0.882,15.0,17.0,0.118,2.0,17.0,0.609,1.066,0.908,High
H6SG27,U10-002,0.875,14.0,16.0,0.176,3.0,17.0,0.671,1.406,0.894,High
P14677,006,0.333,5.0,15.0,0.857,30.0,35.0,9.5,22.505,0.161,Incorrect
Q72AS4,122,0.05,1.0,20.0,0.977,42.0,43.0,13.147,20.034,0.072,Incorrect
P23687,044,0.599,139.0,232.0,0.53,157.0,296.0,3.934,4.724,0.497,Medium
P23687,299,0.358,48.0,134.0,0.838,248.0,296.0,11.626,13.327,0.221,Incorrect
Q9I5E6,U10-001,0.712,52.0,73.0,0.373,31.0,83.0,1.984,1.27,0.685,Medium
F2Z6J5,010,0.0,0.0,75.0,1.0,50.0,50.0,15.345,27.524,0.032,Incorrect
E1K248,061,0.053,4.0,75.0,0.911,41.0,45.0,16.003,37.84,0.037,Incorrect
E1K248,U100-005,0.911,41.0,45.0,0.089,4.0,45.0,1.39,1.662,0.804,High
P59676,001,0.158,6.0,38.0,0.829,29.0,35.0,8.395,23.377,0.102,Incorrect
P0AG30,176,0.721,31.0,43.0,0.139,5.0,36.0,1.511,3.875,0.682,Medium
P14677,U10-004,0.943,33.0,35.0,0.057,2.0,35.0,0.323,0.767,0.963,High
G0WVH3,149,0.0,0.0,1.0,1.0,30.0,30.0,13.799,24.748,0.039,Incorrect
E1K248,121,0.333,4.0,12.0,0.911,41.0,45.0,12.943,20.678,0.164,Incorrect
P0AG30,162,0.625,20.0,32.0,0.444,16.0,36.0,2.55,3.074,0.589,Medium
Q72AS4,U10-007,0.414,24.0,58.0,0.442,19.0,43.0,6.972,11.375,0.272,Acceptable
F2Z6J5,166,0.25,4.0,16.0,0.92,46.0,50.0,11.33,18.27,0.148,Incorrect
P23687,212,0.558,126.0,226.0,0.574,170.0,296.0,3.993,3.82,0.504,Medium
G0WVH3,060,0.0,0.0,0.0,1.0,30.0,30.0,14.779,20.786,0.051,Incorrect
O60729,U10-008,0.845,60.0,71.0,0.143,10.0,70.0,2.055,2.564,0.703,Medium
E1K248,218,0.0,0.0,23.0,1.0,45.0,45.0,8.324,18.308,0.07,Incorrect
Q72AS4,056,0.054,2.0,37.0,0.953,41.0,43.0,10.695,19.583,0.077,Incorrect
P04807,176,0.7,28.0,40.0,0.125,4.0,32.0,1.657,4.649,0.64,Medium
H6SG27,130,0.0,0.0,2.0,1.0,17.0,17.0,7.969,15.477,0.089,Incorrect
O68880,010,0.806,79.0,98.0,0.122,11.0,90.0,1.476,1.999,0.754,Medium
P23687,227,0.592,141.0,238.0,0.524,155.0,296.0,4.136,4.937,0.485,Acceptable
P14677,008,0.971,33.0,34.0,0.057,2.0,35.0,0.416,0.905,0.963,High
Q8GN86,U10-003,0.0,0.0,28.0,1.0,14.0,14.0,15.312,25.738,0.036,Incorrect
E1K248,216,0.045,2.0,44.0,0.956,43.0,45.0,13.196,28.671,0.046,Incorrect
E1K248,015,0.083,4.0,48.0,0.911,41.0,45.0,10.644,21.992,0.078,Incorrect
H6SG27,185,0.0,0.0,12.0,1.0,17.0,17.0,4.739,13.979,0.12,Incorrect
H6SG27,139,0.0,0.0,13.0,1.0,17.0,17.0,5.399,15.91,0.098,Incorrect
Q941M3,006,0.0,0.0,0.0,1.0,14.0,14.0,15.76,32.277,0.025,Incorrect
H6SG27,238,0.0,0.0,5.0,1.0,17.0,17.0,12.43,11.759,0.119,Incorrect
P23687,291,0.138,4.0,29.0,0.986,292.0,296.0,11.25,17.862,0.113,Incorrect
Q7KLV9,U10-002,0.933,42.0,45.0,0.067,3.0,45.0,1.355,7.808,0.675,Medium
H6SG27,188,0.0,0.0,27.0,1.0,17.0,17.0,18.562,29.776,0.027,Incorrect
P14677,103,0.6,12.0,20.0,0.657,23.0,35.0,7.988,17.364,0.276,Acceptable
P23687,101,0.442,117.0,265.0,0.605,179.0,296.0,5.366,5.653,0.402,Acceptable
P0AG30,158,0.429,12.0,28.0,0.667,24.0,36.0,4.431,5.066,0.423,Acceptable
G0WVH3,151,0.0,0.0,2.0,1.0,30.0,30.0,4.671,47.362,0.042,Incorrect
P0AG30,090,0.892,33.0,37.0,0.083,3.0,36.0,1.065,1.491,0.842,High
F2Z6J5,U10-000,0.149,7.0,47.0,0.86,43.0,50.0,7.616,14.108,0.151,Incorrect
Q9I5E6,036,0.248,34.0,137.0,0.59,49.0,83.0,6.174,7.754,0.283,Acceptable
H6SG27,260,0.0,0.0,11.0,1.0,17.0,17.0,13.895,21.043,0.051,Incorrect
P14677,047,0.943,33.0,35.0,0.057,2.0,35.0,0.368,0.686,0.96,High
P0AG30,223,0.861,31.0,36.0,0.139,5.0,36.0,0.682,1.08,0.891,High
A0A140DJY3,U10-000,0.5,8.0,16.0,0.714,20.0,28.0,2.151,5.758,0.504,Medium
O68880,077,0.634,52.0,82.0,0.422,38.0,90.0,2.547,6.296,0.512,Medium
H6SG27,305,0.0,0.0,0.0,1.0,17.0,17.0,7.257,12.153,0.123,Incorrect
Q72AS4,064,0.077,3.0,39.0,0.93,40.0,43.0,11.076,20.314,0.081,Incorrect
A0A3B6UEQ0,112,0.167,7.0,42.0,0.788,26.0,33.0,11.433,20.37,0.111,Incorrect
Q7KLV9,097,0.308,12.0,39.0,0.733,33.0,45.0,6.339,55.869,0.128,Incorrect
P0AG30,089,0.371,13.0,35.0,0.639,23.0,36.0,2.947,4.702,0.448,Acceptable
F2Z6J5,161,0.167,1.0,6.0,0.98,49.0,50.0,10.737,19.411,0.116,Incorrect
F2Z6J5,189,0.077,1.0,13.0,0.98,49.0,50.0,13.148,22.62,0.071,Incorrect
F2Z6J5,052,0.114,4.0,35.0,0.92,46.0,50.0,8.378,19.395,0.102,Incorrect
E1K248,115,0.231,3.0,13.0,0.933,42.0,45.0,10.275,16.161,0.156,Incorrect
A0A3B6UEQ0,018,0.152,7.0,46.0,0.788,26.0,33.0,10.718,17.061,0.123,Incorrect
Q7KLV9,050,0.176,9.0,51.0,0.8,36.0,45.0,9.218,48.931,0.077,Incorrect
P0AG30,004,0.633,19.0,30.0,0.472,17.0,36.0,2.394,3.279,0.595,Medium
F2Z6J5,134,0.119,5.0,42.0,0.9,45.0,50.0,7.542,15.671,0.128,Incorrect
P04958,U10-002,0.643,72.0,112.0,0.757,224.0,296.0,7.888,41.443,0.239,Acceptable
Q9I5E6,066,0.446,25.0,56.0,0.699,58.0,83.0,6.248,8.089,0.342,Acceptable
P0AG30,232,0.861,31.0,36.0,0.139,5.0,36.0,1.413,1.594,0.786,Medium
A0A3B6UEQ0,039,0.0,0.0,67.0,1.0,33.0,33.0,20.707,48.927,0.012,Incorrect
P23687,003,0.321,17.0,53.0,0.943,279.0,296.0,11.201,23.266,0.152,Incorrect
G0WVH3,109,0.0,0.0,0.0,1.0,30.0,30.0,15.693,26.811,0.033,Incorrect
Q941M3,U100-009,0.0,0.0,1.0,1.0,14.0,14.0,2.592,6.2,0.301,Acceptable
F2Z6J5,058,0.033,1.0,30.0,0.98,49.0,50.0,11.78,21.506,0.061,Incorrect
O68880,064,0.816,80.0,98.0,0.111,10.0,90.0,1.451,2.087,0.759,Medium
O68880,067,0.922,83.0,90.0,0.078,7.0,90.0,0.631,1.912,0.908,High
P0AG30,161,0.943,33.0,35.0,0.083,3.0,36.0,0.905,0.854,0.889,High
P23687,347,0.396,72.0,182.0,0.757,224.0,296.0,9.807,13.066,0.239,Acceptable
F2Z6J5,227,0.222,4.0,18.0,0.92,46.0,50.0,12.242,21.36,0.125,Incorrect
A0A3B6UEQ0,063,0.214,3.0,14.0,0.909,30.0,33.0,11.705,23.385,0.116,Incorrect
Q9I5E6,064,0.362,29.0,80.0,0.651,54.0,83.0,7.254,10.455,0.267,Acceptable
G0WVH3,U10-001,0.909,30.0,33.0,0.0,0.0,30.0,0.576,1.021,0.922,High
P04807,163,0.69,29.0,42.0,0.094,3.0,32.0,1.517,3.054,0.69,Medium
A0A0A0V031,U100-000,0.926,25.0,27.0,0.074,2.0,27.0,0.739,1.454,0.901,High
A0A3B6UEQ0,119,0.152,5.0,33.0,0.848,28.0,33.0,12.104,16.572,0.125,Incorrect
G0WVH3,123,0.0,0.0,2.0,1.0,30.0,30.0,16.041,36.29,0.02,Incorrect
Q72AS4,155,0.033,1.0,30.0,0.977,42.0,43.0,11.642,24.076,0.053,Incorrect
H6SG27,021,0.0,0.0,1.0,1.0,17.0,17.0,7.749,16.779,0.08,Incorrect
H6SG27,116,0.0,0.0,15.0,1.0,17.0,17.0,12.131,23.355,0.044,Incorrect
P23687,109,0.659,176.0,267.0,0.405,120.0,296.0,3.006,3.183,0.579,Medium
P0AG30,262,0.935,29.0,31.0,0.194,7.0,36.0,0.853,2.035,0.879,High
P59676,000,0.263,5.0,19.0,0.857,30.0,35.0,7.471,21.388,0.146,Incorrect
G0WVH3,033,0.0,0.0,0.0,1.0,30.0,30.0,8.543,25.49,0.043,Incorrect
P0AG30,287,0.909,30.0,33.0,0.167,6.0,36.0,0.858,1.045,0.883,High
P23687,325,0.453,78.0,172.0,0.736,218.0,296.0,6.652,9.572,0.314,Acceptable
P14677,038,0.265,9.0,34.0,0.743,26.0,35.0,7.962,24.043,0.137,Incorrect
P23687,U10-006,0.793,241.0,304.0,0.186,55.0,296.0,1.566,1.193,0.751,Medium
P23687,040,0.382,50.0,131.0,0.831,246.0,296.0,7.482,12.63,0.244,Acceptable
F2Z6J5,087,0.111,5.0,45.0,0.9,45.0,50.0,12.343,21.529,0.087,Incorrect
P23687,095,0.362,25.0,69.0,0.916,271.0,296.0,9.713,13.405,0.224,Incorrect
P23687,257,0.373,47.0,126.0,0.841,249.0,296.0,7.791,10.662,0.266,Acceptable
H6SG27,239,0.0,0.0,0.0,1.0,17.0,17.0,1.836,19.445,0.187,Incorrect
A0A3B6UEQ0,105,0.053,1.0,19.0,0.97,32.0,33.0,12.961,24.748,0.057,Incorrect
A0A3B6UEQ0,122,0.143,1.0,7.0,0.97,32.0,33.0,16.569,28.378,0.078,Incorrect
Q72AS4,160,0.071,1.0,14.0,0.977,42.0,43.0,13.134,22.02,0.071,Incorrect
G0WVH3,111,0.0,0.0,0.0,1.0,30.0,30.0,10.935,30.84,0.03,Incorrect
P23687,161,0.376,53.0,141.0,0.821,243.0,296.0,11.082,11.371,0.251,Acceptable
P14677,U100-004,0.971,33.0,34.0,0.057,2.0,35.0,0.26,0.296,0.98,High
P04807,144,0.179,10.0,56.0,0.688,22.0,32.0,9.881,16.145,0.139,Incorrect
A0A3B6UEQ0,038,0.25,8.0,32.0,0.758,25.0,33.0,9.448,16.895,0.159,Incorrect
P0AG30,164,0.839,26.0,31.0,0.278,10.0,36.0,1.424,1.56,0.777,Medium
Q72AS4,065,0.05,1.0,20.0,0.977,42.0,43.0,10.204,17.972,0.085,Incorrect
F2Z6J5,205,0.148,4.0,27.0,0.92,46.0,50.0,13.435,21.849,0.097,Incorrect
P0AG30,256,0.889,32.0,36.0,0.111,4.0,36.0,0.939,1.166,0.863,High
G0WVH3,094,0.0,0.0,0.0,1.0,30.0,30.0,5.298,21.86,0.069,Incorrect
G0WVH3,186,0.0,0.0,0.0,1.0,30.0,30.0,10.654,24.766,0.042,Incorrect
P04807,120,0.737,28.0,38.0,0.125,4.0,32.0,7.342,9.435,0.408,Acceptable
P23687,136,0.289,35.0,121.0,0.882,261.0,296.0,9.213,12.933,0.206,Incorrect
D9N168,U100-009,0.667,6.0,9.0,0.25,2.0,8.0,0.465,0.798,0.857,High
E1K248,114,0.333,4.0,12.0,0.911,41.0,45.0,12.239,29.229,0.142,Incorrect
P04807,U10-009,0.652,30.0,46.0,0.062,2.0,32.0,1.555,4.307,0.643,Medium
G0WVH3,108,0.0,0.0,0.0,1.0,30.0,30.0,12.919,31.08,0.028,Incorrect
A0A3B6UEQ0,029,0.109,6.0,55.0,0.818,27.0,33.0,8.959,16.942,0.112,Incorrect
Q9I5E6,052,0.0,0.0,30.0,1.0,83.0,83.0,12.834,21.029,0.051,Incorrect
P14677,054,0.425,17.0,40.0,0.514,18.0,35.0,8.215,25.922,0.185,Incorrect
P0AG30,279,0.912,31.0,34.0,0.139,5.0,36.0,0.664,1.185,0.91,High
P0AG30,212,0.914,32.0,35.0,0.111,4.0,36.0,0.861,0.547,0.888,High
P04807,086,0.524,11.0,21.0,0.656,21.0,32.0,6.483,7.243,0.385,Acceptable
,,,,,,,,,,,Incorrect
H6SG27,167,0.0,0.0,5.0,1.0,17.0,17.0,6.079,14.667,0.103,Incorrect
P14677,U10-006,0.971,33.0,34.0,0.057,2.0,35.0,0.289,0.564,0.977,High
P0AG30,249,0.889,32.0,36.0,0.111,4.0,36.0,0.855,0.586,0.88,High
P04958,U10-006,0.821,193.0,235.0,0.348,103.0,296.0,6.086,11.327,0.413,Acceptable
Q72AS4,U10-008,0.106,5.0,47.0,0.884,38.0,43.0,10.338,16.611,0.112,Incorrect
F2Z6J5,156,0.053,2.0,38.0,0.96,48.0,50.0,12.714,25.021,0.057,Incorrect
P23687,012,0.287,31.0,108.0,0.895,265.0,296.0,12.677,16.288,0.172,Incorrect
P04807,174,0.162,6.0,37.0,0.812,26.0,32.0,8.645,8.399,0.232,Acceptable
H6SG27,088,0.0,0.0,0.0,1.0,17.0,17.0,5.811,26.373,0.052,Incorrect
A0A3B6UEQ0,U10-004,0.094,5.0,53.0,0.848,28.0,33.0,5.882,11.178,0.174,Incorrect
O16025,U10-004,0.561,23.0,41.0,0.641,41.0,64.0,8.956,28.331,0.224,Incorrect
E1K248,039,0.173,14.0,81.0,0.689,31.0,45.0,11.749,18.494,0.121,Incorrect
G0WVH3,152,0.0,0.0,4.0,1.0,30.0,30.0,11.685,20.453,0.054,Incorrect
A0A3B6UEQ0,U100-005,0.73,27.0,37.0,0.182,6.0,33.0,1.723,2.415,0.695,Medium
O69275,U10-005,0.755,71.0,94.0,0.33,35.0,106.0,1.783,7.208,0.584,Medium
