uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename	nstds	non-polymers	has_partner	num_partners	has_nstds	has_nplymrs
P46109	2lqn	129-175	14-102	25.93	100.0	100.0	1.782	47.604	Autoinhibited	Closed	Homo sapiens	['2012-03-09']		A	F-P46109-F1-model_v3.cif	[]	[]	False	0	False	False
P46109	2lqw	129-175	14-102	25.158	100.0	100.0	2.549	46.938	Autoinhibited	Closed	Homo sapiens	['2012-03-16']		A	F-P46109-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	[]	False	0	True	False
Q13557	2vn9	283-292	14-272	1.907	100.0	100.0	1.138	1.012		Closed	Homo sapiens	['2008-01-31']		A	F-Q13557-F1-model_v3.cif	[]	['CHLORIDE ION', '4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID', '[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q13557	5vlo	283-292	14-272	1.87	100.0	98.8416988416988	1.886	1.033		Closed	Homo sapiens	['2017-04-25']		A	F-Q13557-F1-model_v3.cif	[]	['N-[(2S)-2-(diethylamino)propyl]-2-[(2S)-2-(methylcarbamoyl)azetidin-1-yl]-6-[5-(thiophen-2-yl)pyrazolo[1,5-a]pyrimidin-3-yl]pyridine-4-carboxamide', '2,3-DIHYDROXY-1,4-DITHIOBUTANE', 'WATER']	False	0	False	True
Q13557	6ayw	283-292	14-272	1.901	100.0	100.0	1.905	1.15		Closed	Homo sapiens	['2017-09-08']		A	F-Q13557-F1-model_v3.cif	[]	['N-[2-(dimethylamino)ethyl]-3-[6-(thiophen-2-yl)imidazo[1,2-b]pyridazin-3-yl]benzamide', '2,3-DIHYDROXY-1,4-DITHIOBUTANE', 'WATER']	False	0	False	True
Q86WJ1	7epu	704-897	351-513	24.842	82.9896907216495	85.2760736196319	6.41	25.112		Closed	Homo sapiens	['2021-04-27']		B	F-Q86WJ1-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['MAGNESIUM ION']	True	1	True	True
Q96RU8	5cem	355-360	1-338	4.846	66.6666666666667	71.0059171597633	4.89	4.904		Closed	Homo sapiens	['2015-07-07']		A	F-Q96RU8-F1-model_v3.cif	[]	['WATER', 'SULFATE ION']	False	0	False	True
Q96P20	6npy	740-991	220-536	20.993	100.0	98.4227129337539	15.766	77.935	Autoinhibited	Open	Homo sapiens	['2019-01-18']		A	F-Q96P20-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	[]	True	1	True	False
Q96P20	7pzc	740-991	220-536	37.197	100.0	100.0	16.214	80.408		Open	Homo sapiens	['2021-10-12']		A	F-Q96P20-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['1-(1,2,3,5,6,7-hexahydro-s-indacen-4-yl)-3-[4-(2-oxidanylpropan-2-yl)furan-2-yl]sulfonyl-urea']	False	0	True	True
Q96P20	7vtp	740-991	220-536	22.263	100.0	94.6372239747634	14.386	80.422		Open	Homo sapiens	['2021-10-30']		A	F-Q96P20-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['1-[4-(2-oxidanylpropan-2-yl)furan-2-yl]sulfonyl-3-(1,2,3,5-tetrahydro-s-indacen-4-yl)urea']	False	0	True	True
Q96P20	7zgu	740-991	220-536	21.005	100.0	98.4227129337539	15.636	78.651		Open	Homo sapiens	['2022-04-04']		A	F-Q96P20-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	[]	False	0	True	False
Q96P20	8ej4	740-991	220-536	4.759	100.0	100.0	1.857	6.447		Open	Homo sapiens	['2022-09-16']		A	F-Q96P20-F1-model_v3.cif	[]	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', 'MAGNESIUM ION']	True	1	False	True
Q16644	3fhr	307-343	44-304	2.13	100.0	83.1417624521073	0.994	1.039	Autoinhibited	Closed	Homo sapiens	['2008-12-10']		A	F-Q16644-F1-model_v3.cif	[]	['WATER', '2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE']	False	0	False	True
Q16644	3fxw	307-343	44-304	2.151	100.0	82.3754789272031	1.028	0.991	Autoinhibited	Closed	Homo sapiens	['2009-01-21']		A	F-Q16644-F1-model_v3.cif	[]	['2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE', 'WATER']	False	0	False	True
Q16644	3r1n	307-343	44-304	1.925	100.0	83.9080459770115	1.036	1.435	Autoinhibited	Closed	Homo sapiens	['2011-03-11']		A	F-Q16644-F1-model_v3.cif	[]	"[""2'-[2-(1,3-benzodioxol-5-yl)pyrimidin-4-yl]-5',6'-dihydrospiro[piperidine-4,7'-pyrrolo[3,2-c]pyridin]-4'(1'H)-one"", 'WATER']"	False	0	False	True
Q16644	3she	307-343	44-304	1.925	100.0	82.3754789272031	1.045	1.157	Autoinhibited	Closed	Homo sapiens	['2011-06-16']		A	F-Q16644-F1-model_v3.cif	[]	"['WATER', ""N-{4-[(3S)-4'-oxo-1',4',5',6'-tetrahydrospiro[piperidine-3,7'-pyrrolo[3,2-c]pyridin]-2'-yl]pyridin-2-yl}-3-(trifluoromethyl)benzamide""]"	False	0	False	True
Q16644	7nrb	307-343	44-304	2.117	100.0	83.1417624521073	0.962	0.941	Autoinhibited	Closed	Homo sapiens	['2021-03-03']		A	F-Q16644-F1-model_v3.cif	[]	['WATER', '2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE']	False	0	False	True
Q8IU85	2jc6	279-319	23-278	2.887	85.3658536585366	90.234375	1.782	5.663		Closed	HOMO SAPIENS	['2006-12-19']		A	F-Q8IU85-F1-model_v3.cif	[]	['WATER', 'N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE']	False	0	False	True
Q8IU85	6t6f	279-319	23-278	6.048	65.8536585365854	94.140625	1.514	4.391		Closed	Homo sapiens	['2019-10-18']		A	F-Q8IU85-F1-model_v3.cif	[]	['WATER', '2-[(3~{S})-3-azanylpiperidin-1-yl]-4-[[3-(trifluoromethyl)phenyl]amino]pyrimidine-5-carboxamide']	False	0	False	True
P52564	3enm	251-277	53-314	5.904	100.0	81.6793893129771	5.992	3.043	Autoinhibited	Closed	Homo sapiens	['2008-09-25']		A	F-P52564-F1-model_v3.cif	['SELENOMETHIONINE']	['1,2-ETHANEDIOL', 'GLYCEROL', 'WATER', 'SULFATE ION']	False	0	True	True
P52564	3fme	251-277	53-314	2.567	100.0	82.0610687022901	2.66	3.528	Autoinhibited	Closed	Homo sapiens	['2008-12-21']		A	F-P52564-F1-model_v3.cif	[]	['WATER', 'STAUROSPORINE']	False	0	False	True
P52564	3vn9	251-277	53-314	3.212	100.0	89.6946564885496	3.197	3.58	Autoinhibited	Closed	Homo sapiens	['2012-01-05']		A	F-P52564-F1-model_v3.cif	[]	['9-{5-O-[(R)-hydroxy{[(S)-hydroxy(phosphonoamino)phosphoryl]oxy}phosphoryl]-beta-L-ribofuranosyl}-9H-purin-6-amine', 'WATER', 'MAGNESIUM ION']	False	0	False	True
P52564	8a8m	251-277	53-314	6.274	100.0	84.7328244274809	4.385	3.31	Autoinhibited	Closed	Homo sapiens	['2022-06-23']		B	F-P52564-F1-model_v3.cif	[]	['PHOSPHOMETHYLPHOSPHONIC ACID ADENOSYL ESTER', 'MAGNESIUM ION']	True	1	False	True
P52564	8p7j	251-277	53-314	3.529	100.0	85.1145038167939	3.614	2.126	Autoinhibited	Closed	Homo sapiens	['2023-05-30']		A	F-P52564-F1-model_v3.cif	[]	['WATER', 'N-[3-(1H-pyrrolo[2,3-b]pyridin-4-yl)phenyl]prop-2-enamide']	False	0	False	True
P19174	4ey0	757-790	668-756	8.164	67.6470588235294	100.0	1.125	26.865	Autoinhibited	Closed	Homo sapiens	['2012-05-01']		A	F-P19174-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER']	False	0	True	True
P19174	4fbn	757-790	668-756	8.68	67.6470588235294	100.0	1.174	28.223	Autoinhibited	Closed	Homo sapiens	['2012-05-23']		A	F-P19174-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q01974	3zzw	555-556	473-746	1.968	100.0	93.4306569343066	1.91	1.507	Autoinhibited	Closed	HOMO SAPIENS	['2011-09-05']		A	F-Q01974-F1-model_v3.cif	[]	['CHLORIDE ION', 'WATER', 'SULFATE ION']	False	0	False	True
Q01974	4gt4	555-556	473-746	1.727	100.0	94.1605839416058	1.723	0.872	Autoinhibited	Closed	Homo sapiens	['2012-08-28']		A	F-Q01974-F1-model_v3.cif	[]	['WATER', 'NITRATE ION']	False	0	False	True
Q14012	4fg8	286-300	20-276	1.319	93.3333333333333	89.4941634241245	1.28	1.214		Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif	[]	"[""ADENOSINE-5'-TRIPHOSPHATE"", 'WATER']"	False	0	False	True
Q14012	4fg9	286-300	20-276	3.078	100.0	89.4941634241245	1.367	2.711		Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif	[]	"[""ADENOSINE-5'-TRIPHOSPHATE"", 'WATER']"	False	0	False	True
Q14012	4fgb	286-300	20-276	2.734	93.3333333333333	96.8871595330739	2.78	0.947	Active	Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif	[]	['WATER']	False	0	False	True
P39687	2je0	121-163	1-120	1.139	67.4418604651163	100.0	1.065	1.394	Active	Closed	HOMO SAPIENS	['2007-01-12']		A	F-P39687-F1-model_v3.cif	[]	['GLYCEROL', 'WATER']	False	0	False	True
P39687	2je1	121-163	1-120	1.179	67.4418604651163	100.0	1.116	1.405	Active	Closed	HOMO SAPIENS	['2007-01-12']		A	F-P39687-F1-model_v3.cif	[]	['GLYCEROL', 'WATER']	False	0	False	True
P39687	4xos	121-163	1-120	1.43	67.4418604651163	100.0	1.407	1.541	Active	Closed	Homo sapiens	['2015-01-16']	In comparison to 6zxq, which looks more complete but was somehow missed by the pipeline.	A	F-P39687-F1-model_v3.cif	[]	['CHLORIDE ION', 'GLYCEROL', 'WATER']	False	0	False	True
Q9Y490	6r9t	1654-2344	86-403	33.033	100.0	60.062893081761	3.839	99.059		Closed	Homo sapiens	['2019-04-04']		A	F-Q9Y490-F1-model_v3.cif	[]	[]	False	0	False	False
O60741	5u6o	401-479	480-604	1.516	100.0	85.6	2.21	2.148	Autoinhibited	Closed	Homo sapiens	['2016-12-08']	In the case of HCN-1, the channel is formed by tetramerization of the cytoplasmic C-linker. In its autoinhibited state, the pore is closed. However, I note the conformation here as being 'open' because I am referring only to the conformation taken by the cAMP binding domain (CBD).	A	F-O60741-F1-model_v3.cif	[]	[]	False	0	False	False
O60741	5u6p	401-479	480-604	1.182	100.0	100.0	0.917	1.29	Active	Closed	Homo sapiens	['2016-12-08']		A	F-O60741-F1-model_v3.cif	[]	"[""ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE"", 'UNKNOWN']"	True	1	False	True
O60741	6uqf	401-479	480-604	3.54	100.0	100.0	1.051	1.579	Active	Closed	Homo sapiens	['2019-10-19']		A	F-O60741-F1-model_v3.cif	[]	"[""ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE"", 'MERCURY (II) ION']"	False	0	False	True
O60741	6uqg	401-479	480-604	1.784	100.0	100.0	1.078	1.534	Active	Closed	Homo sapiens	['2019-10-19']		A	F-O60741-F1-model_v3.cif	[]	"[""ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE""]"	False	0	False	True
P16298	4or9	417-423,474-496	22-357	3.088	83.3333333333333	100.0	0.919	9.016	Autoinhibited	Closed	Homo sapiens	['2014-02-11']		A	F-P16298-F1-model_v3.cif	[]	['CALCIUM ION', 'FE (III) ION', 'WATER', 'ZINC ION']	True	1	False	True
P16298	4ora	417-423,474-496	22-357	2.697	73.3333333333333	100.0	0.946	6.849	Autoinhibited	Closed	Homo sapiens	['2014-02-11']		A	F-P16298-F1-model_v3.cif	[]	['CALCIUM ION', 'FE (III) ION', 'WATER', 'ZINC ION']	True	1	False	True
Q6GQQ9	5lru	187-193	194-365	5.881	100.0	85.4651162790698	1.853	3.963	Autoinhibited	Closed	Homo sapiens	['2016-08-22']		A	F-Q6GQQ9-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q6GQQ9	5lrv	187-193	194-365	7.022	100.0	87.2093023255814	2.561	1.809	Active	Closed	Homo sapiens	['2016-08-22']		A	F-Q6GQQ9-F1-model_v3.cif	['2,4-DIAMINOBUTYRIC ACID']	['GAMMA-AMINO-BUTANOIC ACID', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	True	2	True	True
P45985	3aln	109-136	102-108,137-367	4.746	100.0	84.453781512605	1.55	2.075	Autoinhibited	Closed	Homo sapiens	['2010-08-04']		A	F-P45985-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'MAGNESIUM ION']	False	0	False	True
P45985	3alo	109-136	102-108,137-367	5.721	100.0	97.4789915966386	3.537	1.108	Autoinhibited	Closed	Homo sapiens	['2010-08-04']		A	F-P45985-F1-model_v3.cif	['PHOSPHOTHREONINE']	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	True	1	True	True
O95267	4l9m	468-609	205-436	1.809	88.7323943661972	100.0	1.404	2.011	Autoinhibited	Closed	Homo sapiens	['2013-06-18']		A	F-O95267-F1-model_v3.cif	[]	['CITRIC ACID', 'GLYCEROL', 'WATER', 'ZINC ION']	False	0	False	True
P36507	1s9i	75-102	72-74,103-369	2.172	100.0	88.5185185185185	1.994	1.486	Active	Closed	Homo sapiens	['2004-02-04']	Importantly, this is actually in an inhibitor-induced conformation where the molecule is not catalytically active. “As a result of the change in position of helix C, the side chain of the highly conserved glutamate residue Glu114 (equivalent to Glu91 in PKA) is shifted away from the active site and is unable to form a critical ion pair with the conserved catalytic Lys97 (equivalent to Lys72 in PKA)” (15543157). This is also the only structure of MEK2 in the PDB that is not more than a few residues long.	A	F-P36507-F1-model_v3.cif	[]	"['5-{3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]PHENYL}-N-(2-MORPHOLIN-4-YLETHYL)-1,3,4-OXADIAZOL-2-AMINE', ""ADENOSINE-5'-TRIPHOSPHATE"", 'MAGNESIUM ION']"	False	0	False	True
P15036	4bqa	325-359	363-443	9.352	88.5714285714286	100.0	1.054	20.233	Active	Closed	HOMO SAPIENS	['2013-05-30']		A	F-P15036-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q8NI60	4ped	276-279	329-518	2.99	100.0	96.8421052631579	2.299	2.189	Autoinhibited	Closed	Homo sapiens	['2014-04-22']		A	F-Q8NI60-F1-model_v3.cif	['SELENOMETHIONINE']	['WATER', 'SULFATE ION']	False	0	True	True
Q8NI60	5i35	276-279	329-518	2.731	100.0	96.8421052631579	2.231	1.889	Autoinhibited	Closed	Homo sapiens	['2016-02-09']		A	F-Q8NI60-F1-model_v3.cif	['SELENOMETHIONINE']	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER']	False	0	True	True
Q8NI60	7udp	276-279	329-518	2.226	100.0	98.9473684210526	1.639	1.366		Closed	Homo sapiens	['2022-03-20']		A	F-Q8NI60-F1-model_v3.cif	[]	['WATER', '4-[(3,4,5-trimethoxyphenyl)amino]quinoline-7-carbonitrile']	False	0	False	True
Q8NI60	7udq	276-279	329-518	2.636	100.0	97.8947368421053	1.99	0.956		Closed	Homo sapiens	['2022-03-20']		A	F-Q8NI60-F1-model_v3.cif	[]	['WATER', '4-[(3,4,5-trimethoxyphenyl)amino]quinoline-7-carbonitrile', 'SODIUM ION']	False	0	False	True
Q13555	2v7o	283-292	14-272	1.637	100.0	99.2277992277992	1.367	0.784	Autoinhibited	Closed	Homo sapiens	['2007-07-31']		A	F-Q13555-F1-model_v3.cif	['PHOSPHOSERINE']	['BISINDOLYLMALEIMIDE IX', '1,2-ETHANEDIOL', 'WATER']	False	0	True	True
O95376	7od1	359-493	297-326	1.926	100.0	100.0	1.145	3.092	Autoinhibited	Closed	Homo sapiens	['2021-04-28']		A	F-O95376-F1-model_v3.cif	[]	['WATER', 'ZINC ION']	False	0	False	True
Q14674	7nj0	711-723,955-974,1393-1400	667-1706,1707-2120	5.868	75.609756097561	75.9972489683631	4.668	5.274		Closed	Homo sapiens	['2021-02-14']		A	F-Q14674-F1-model_v3.cif	['PHOSPHOSERINE', 'PHOSPHOTHREONINE']	['PHOSPHATE ION']	True	3	True	True
Q9Y4F1	4h6y	759-1029	540-730	1.22	73.4317343173432	90.0523560209424	1.024	1.41		Closed	Homo sapiens	['2012-09-19']		A	F-Q9Y4F1-F1-model_v3.cif	[]	[]	False	0	False	False
Q16566	2w4o	305-321	46-300	1.569	100.0	89.8039215686275	1.574	1.198	Active	Closed	HOMO SAPIENS	['2008-11-28']		A	F-Q16566-F1-model_v3.cif	[]	['5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE', 'WATER']	False	0	False	True
Q13554	3bhh	283-292	14-272	1.705	100.0	98.4555984555985	1.737	0.742		Closed	Homo sapiens	['2007-11-28']		A	F-Q13554-F1-model_v3.cif	[]	['[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile', 'WATER']	False	0	False	True
Q96NX5	2jam	277-317	23-276	4.42	63.4146341463415	97.6377952755906	4.616	2.45		Closed	Homo sapiens	['2006-11-29']		A	F-Q96NX5-F1-model_v3.cif	[]	['CALCIUM ION', '1,2-ETHANEDIOL', 'WATER', '5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE']	True	2	False	True
Q86VW2	2rgn	348-472	155-347	1.555	88.0	100.0	1.527	1.49		Closed	Homo sapiens	['2007-10-04']		B	F-Q86VW2-F1-model_v3.cif	"[""GUANOSINE-5'-DIPHOSPHATE""]"	['TETRAFLUOROALUMINATE ION', 'WATER', 'MAGNESIUM ION']	True	2	True	True
P09769	7uy0	144-241,242-262	77-138,490-529	1.93	100.0	90.1960784313726	1.323	2.425	Autoinhibited	Closed	Homo sapiens	['2022-05-06']		A	F-P09769-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE', 'O-PHOSPHOTYROSINE']	['CHLORIDE ION', 'GLYCEROL', 'WATER', 'PHOSPHATE ION', '7-[trans-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	True	1	True	True
Q9P246	2l5y	67-102	136-204	3.949	100.0	100.0	3.109	3.885	Autoinhibited	Closed	Homo sapiens	['2010-11-09']		A	F-Q9P246-F1-model_v3.cif	[]	['CALCIUM ION']	False	0	False	True
P28482	8u8j	173-196	25-172,197-313	2.264	91.6666666666667	100.0	1.323	6.09		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif	['O-PHOSPHOTYROSINE', 'PHOSPHOTHREONINE']	['WATER', '(4M)-4-{(4R)-3-[(2S)-2-methylbutyl][1,2,4]triazolo[4,3-a]pyridin-7-yl}-N-(1-methyl-1H-pyrazol-5-yl)pyrimidin-2-amine']	False	0	True	True
P28482	8u8k	173-196	25-172,197-313	2.223	91.6666666666667	100.0	1.332	5.97		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif	['O-PHOSPHOTYROSINE', 'PHOSPHOTHREONINE']	['WATER', '(4M)-4-{(4S)-3-[(2-chloropyridin-3-yl)methyl][1,2,4]triazolo[4,3-a]pyridin-7-yl}-N-(oxan-4-yl)pyrimidin-2-amine']	False	0	True	True
P28482	8zjv	173-196	25-172,197-313	2.241	100.0	100.0	1.321	6.105		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif	[]	['(2R,3R,4S,5R)-2-(4-AMINO-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-7-YL)-5-(HYDROXYMETHYL)TETRAHYDROFURAN-3,4-DIOL', 'CHLORIDE ION', '1,2-ETHANEDIOL', 'WATER', 'SULFATE ION']	False	0	False	True
P62826	8hq3	179-216	10-169	16.221	97.3684210526316	99.375	1.028	39.597		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', 'methyl (3~{S},5~{R},6~{E},8~{Z},10~{R},12~{E},14~{E},16~{R})-3,16-bis(azanyl)-8,10,12-trimethyl-16-[(2~{S},4~{R},5~{S},6~{S})-5-methyl-4-oxidanyl-6-[(~{E})-prop-1-enyl]oxan-2-yl]-5-oxidanyl-hexadeca-6,8,12,14-tetraenoate', 'NITRATE ION']	True	2	True	True
P62826	8hq4	179-216	10-169	16.27	97.3684210526316	99.375	1.051	39.803		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '3-[(4-fluorophenyl)carbonylamino]-4-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]benzoic acid', 'MAGNESIUM ION']	True	2	True	True
P62826	8hq5	179-216	10-169	16.18	97.3684210526316	99.375	0.987	39.581		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '3-[(4-bromophenyl)carbonylamino]-4-[4-(5-chloranyl-2-methyl-phenyl)piperazin-1-yl]benzoic acid', 'MAGNESIUM ION', '3[N-MORPHOLINO]PROPANE SULFONIC ACID']	True	2	True	True
P62826	8hq6	179-216	10-169	16.267	97.3684210526316	99.375	1.07	39.689		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'methyl (3~{S},5~{R},6~{E},8~{Z},10~{R},12~{E},14~{E},16~{S})-3,16-bis(azanyl)-8,10,12-trimethyl-16-[(2~{S},4~{R},5~{S},6~{S})-5-methyl-4-oxidanyl-6-[(~{E})-prop-1-enyl]oxan-2-yl]-5-oxidanyl-hexadeca-6,8,12,14-tetraenoate', 'MAGNESIUM ION', 'NITRATE ION']	True	2	True	True
P62826	8huf	179-216	10-169	16.265	97.3684210526316	99.375	1.076	39.77		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['BROMIDE ION', 'CHLORIDE ION', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', '3-[(4-chlorophenyl)carbonylamino]-4-[4-(2,5-dimethylphenyl)piperazin-1-yl]benzoic acid', 'SODIUM ION']	True	2	True	True
P62826	8hug	179-216	10-169	16.265	97.3684210526316	99.375	1.042	39.779		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', '4-[4-(3-chlorophenyl)piperazin-1-yl]-3-[(3-fluorophenyl)sulfonylamino]benzoic acid']	True	2	True	True
P62826	8itv	179-216	10-169	16.336	97.3684210526316	99.375	1.055	39.819		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif	"[""GUANOSINE-5'-TRIPHOSPHATE""]"	['ACETATE ION', 'CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', 'NITRATE ION', '(3~{S},5~{R},6~{E},8~{Z},10~{R},12~{E},14~{E},16~{S})-3,16-bis(azanyl)-8,10,12-trimethyl-16-[(2~{S},4~{R},5~{S},6~{S})-5-methyl-4-oxidanyl-6-[(~{E})-prop-1-enyl]oxan-2-yl]-5-oxidanyl-hexadeca-6,8,12,14-tetraenoic acid']	True	2	True	True
P00519	8ssn	67-113,127-217	242-493	3.482	100.0	93.6507936507936	4.078	2.809		Closed	Homo sapiens			A	F-P00519-F1-model_v3.cif	[]	['asciminib', 'CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'WATER', '6,7-dimethoxy-N-(4-phenoxyphenyl)quinazolin-4-amine', 'SULFATE ION']	False	0	False	True
Q06124	8gww	3-104	247-517	1.026	94.1176470588235	93.3579335793358	0.959	0.85		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['2-[4-(aminomethyl)-4-methyl-piperidin-1-yl]-5-[2,3-bis(chloranyl)phenyl]-3-methyl-pyrrolo[2,1-f][1,2,4]triazin-4-one']	False	0	False	True
Q06124	8rzw	3-104	247-517	1.487	98.0392156862745	96.309963099631	0.957	1.269		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['3,5-bis(chloranyl)pyrazin-2-amine', 'WATER']	False	0	False	True
Q06124	8rzy	3-104	247-517	1.555	100.0	95.9409594095941	0.925	1.515		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['1H-pyrrolo[3,2-b]pyridin-5-amine', 'DIMETHYL SULFOXIDE', 'WATER']	False	0	False	True
Q06124	8s01	3-104	247-517	1.646	100.0	96.309963099631	1.045	1.181		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['3-(4-chlorophenyl)-1H-pyrazole', 'WATER']	False	0	False	True
Q06124	8s04	3-104	247-517	1.473	100.0	96.309963099631	0.988	1.311		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['N-(1H-indol-7-yl)methanesulfonamide', 'WATER']	False	0	False	True
Q06124	8s06	3-104	247-517	1.585	100.0	96.309963099631	0.984	1.656		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['1H-pyrrolo[3,2-b]pyridin-7-amine', 'WATER']	False	0	False	True
Q06124	8s07	3-104	247-517	1.526	100.0	96.309963099631	0.963	1.67		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['7-azanyl-N-pyridin-3-yl-3H-pyrrolo[3,2-b]pyridine-2-carboxamide', 'DIMETHYL SULFOXIDE', 'FORMIC ACID', 'WATER']	False	0	False	True
Q06124	8s0h	3-104	247-517	1.508	99.0196078431373	96.6789667896679	1.056	1.223		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['5-(aminomethyl)-N-(3-chloranyl-1-methyl-indol-7-yl)-1,3-dihydroisoindole-2-sulfonamide', 'WATER']	False	0	False	True
Q06124	8s0i	3-104	247-517	1.472	100.0	96.309963099631	0.968	1.263		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif	[]	['3-phenyl-1H-pyrrolo[3,2-b]pyridine', 'WATER']	False	0	False	True
